User_ID,firstname,lastname,email,department
144,Elena,Camden,Elena.Camden@nexgendefenders.com,Network Security
145,Jillayne,Natica,Jillayne.Natica@nexgendefenders.com,Security Operations Center (SOC)
146,Konstance,Valoniah,Konstance.Valoniah@nexgendefenders.com,Security Operations Center (SOC)
147,Wanda,Brandice,Wanda.Brandice@nexgendefenders.com,Endpoint Security
148,Sharlene,Euridice,Sharlene.Euridice@nexgendefenders.com,Incident Response & Forensics
149,Quintina,Aaberg,Quintina.Aaberg@nexgendefenders.com,Vulnerability Management
150,Margarette,Slifka,Margarette.Slifka@nexgendefenders.com,Incident Response & Forensics
151,Verla,Horan,Verla.Horan@nexgendefenders.com,Compliance & Risk Management
152,Micheline,Bennie,Micheline.Bennie@nexgendefenders.com,Compliance & Risk Management
153,Feliza,Baudin,Feliza.Baudin@nexgendefenders.com,Security Operations Center (SOC)
154,Flory,Autrey,Flory.Autrey@nexgendefenders.com,Compliance & Risk Management
155,Mureil,Susannah,Mureil.Susannah@nexgendefenders.com,Network Security
156,Christian,Ammann,Christian.Ammann@nexgendefenders.com,Compliance & Risk Management
157,Fred,Radu,Fred.Radu@nexgendefenders.com,Vulnerability Management
158,Vinita,Celestine,Vinita.Celestine@nexgendefenders.com,Endpoint Security
159,Barbara,Longfellow,Barbara.Longfellow@nexgendefenders.com,Network Security
160,Dione,Alva,Dione.Alva@nexgendefenders.com,Network Security
161,Flo,Nedrud,Flo.Nedrud@nexgendefenders.com,Compliance & Risk Management
162,Noelle,Rillings,Noelle.Rillings@nexgendefenders.com,Security Operations Center (SOC)
163,Iseabal,Ferrell,Iseabal.Ferrell@nexgendefenders.com,Security Operations Center (SOC)
164,Joceline,Amasa,Joceline.Amasa@nexgendefenders.com,Network Security
165,Helsa,Narton,Helsa.Narton@nexgendefenders.com,Incident Response & Forensics
166,Jerry,O'Rourke,Jerry.O'Rourke@nexgendefenders.com,Compliance & Risk Management
167,Malina,Hermes,Malina.Hermes@nexgendefenders.com,Vulnerability Management
168,Joane,Avi,Joane.Avi@nexgendefenders.com,Endpoint Security
169,Allyce,Erb,Allyce.Erb@nexgendefenders.com,Network Security
170,Ricky,Marlie,Ricky.Marlie@nexgendefenders.com,Threat Intelligence
171,Briney,Cottle,Briney.Cottle@nexgendefenders.com,Security Operations Center (SOC)
172,Oona,Maribeth,Oona.Maribeth@nexgendefenders.com,Security Operations Center (SOC)
173,Margette,Afton,Margette.Afton@nexgendefenders.com,Network Security
174,Merrie,Pelagias,Merrie.Pelagias@nexgendefenders.com,Endpoint Security
175,Nicoli,Carmena,Nicoli.Carmena@nexgendefenders.com,Endpoint Security
176,Lizzie,McLaughlin,Lizzie.McLaughlin@nexgendefenders.com,Security Operations Center (SOC)
177,Aaren,Morrill,Aaren.Morrill@nexgendefenders.com,Security Operations Center (SOC)
178,Brana,Gaspard,Brana.Gaspard@nexgendefenders.com,Threat Intelligence
179,Joelly,Bibi,Joelly.Bibi@nexgendefenders.com,Compliance & Risk Management
180,Courtnay,Bates,Courtnay.Bates@nexgendefenders.com,Network Security
181,Brooks,Viddah,Brooks.Viddah@nexgendefenders.com,Incident Response & Forensics
182,Elsie,Prober,Elsie.Prober@nexgendefenders.com,Threat Intelligence
183,Vere,Corilla,Vere.Corilla@nexgendefenders.com,Incident Response & Forensics
184,Florie,Chesna,Florie.Chesna@nexgendefenders.com,Vulnerability Management
185,Jenilee,Urias,Jenilee.Urias@nexgendefenders.com,Compliance & Risk Management
186,Harmonia,Clara,Harmonia.Clara@nexgendefenders.com,Endpoint Security
187,Viviene,Tyson,Viviene.Tyson@nexgendefenders.com,Vulnerability Management
188,Miquela,Grosz,Miquela.Grosz@nexgendefenders.com,Network Security
189,Sabina,Sacken,Sabina.Sacken@nexgendefenders.com,Endpoint Security
190,Myriam,Cordi,Myriam.Cordi@nexgendefenders.com,Security Operations Center (SOC)
191,Dari,Dorcy,Dari.Dorcy@nexgendefenders.com,Security Operations Center (SOC)
192,June,Yoko,June.Yoko@nexgendefenders.com,Network Security
193,Isa,Burch,Isa.Burch@nexgendefenders.com,Vulnerability Management
194,Brooks,Seessel,Brooks.Seessel@nexgendefenders.com,Compliance & Risk Management
195,Justinn,Mallon,Justinn.Mallon@nexgendefenders.com,Compliance & Risk Management
196,Ethel,Artie,Ethel.Artie@nexgendefenders.com,Security Operations Center (SOC)
197,Gianina,Cutlerr,Gianina.Cutlerr@nexgendefenders.com,Incident Response & Forensics
198,Gabi,Lynn,Gabi.Lynn@nexgendefenders.com,Endpoint Security
199,Viki,Teddman,Viki.Teddman@nexgendefenders.com,Network Security
200,Zia,Crudden,Zia.Crudden@nexgendefenders.com,Network Security
201,Ruthe,Radu,Ruthe.Radu@nexgendefenders.com,Endpoint Security
202,Feliza,Mott,Feliza.Mott@nexgendefenders.com,Endpoint Security
203,Britni,Grobe,Britni.Grobe@nexgendefenders.com,Threat Intelligence
204,Hannis,Cassius,Hannis.Cassius@nexgendefenders.com,Security Operations Center (SOC)
205,Laure,Urias,Laure.Urias@nexgendefenders.com,Security Operations Center (SOC)
206,Linzy,Kenwood,Linzy.Kenwood@nexgendefenders.com,Compliance & Risk Management
207,Desirae,Drisko,Desirae.Drisko@nexgendefenders.com,Incident Response & Forensics
208,Melisent,Joachim,Melisent.Joachim@nexgendefenders.com,Threat Intelligence
209,Janis,Goode,Janis.Goode@nexgendefenders.com,Compliance & Risk Management
210,Cathie,Bearnard,Cathie.Bearnard@nexgendefenders.com,Endpoint Security
211,Emylee,Emmaline,Emylee.Emmaline@nexgendefenders.com,Threat Intelligence
212,Vonny,Sheedy,Vonny.Sheedy@nexgendefenders.com,Security Operations Center (SOC)
213,Dania,Randene,Dania.Randene@nexgendefenders.com,Vulnerability Management
214,Ira,Baptlsta,Ira.Baptlsta@nexgendefenders.com,Endpoint Security
215,Danny,Erminia,Danny.Erminia@nexgendefenders.com,Compliance & Risk Management
216,Regina,Kravits,Regina.Kravits@nexgendefenders.com,Network Security
217,Lonnie,Duwalt,Lonnie.Duwalt@nexgendefenders.com,Security Operations Center (SOC)
218,Margalo,Love,Margalo.Love@nexgendefenders.com,Threat Intelligence
219,Genevra,Wyn,Genevra.Wyn@nexgendefenders.com,Security Operations Center (SOC)
220,Zia,Lewes,Zia.Lewes@nexgendefenders.com,Network Security
221,Kassey,Yerkovich,Kassey.Yerkovich@nexgendefenders.com,Network Security
222,Zia,Kannry,Zia.Kannry@nexgendefenders.com,Incident Response & Forensics
223,Emylee,Xerxes,Emylee.Xerxes@nexgendefenders.com,Endpoint Security
224,Vanessa,Esmaria,Vanessa.Esmaria@nexgendefenders.com,Incident Response & Forensics
225,Annice,Faso,Annice.Faso@nexgendefenders.com,Threat Intelligence
226,Bernie,Jethro,Bernie.Jethro@nexgendefenders.com,Endpoint Security
227,Raf,Sharl,Raf.Sharl@nexgendefenders.com,Vulnerability Management
228,Mamie,Sparhawk,Mamie.Sparhawk@nexgendefenders.com,Compliance & Risk Management
229,Queenie,Hessler,Queenie.Hessler@nexgendefenders.com,Threat Intelligence
230,Tobe,Jotham,Tobe.Jotham@nexgendefenders.com,Vulnerability Management
231,Di,Tufts,Di.Tufts@nexgendefenders.com,Incident Response & Forensics
232,Ann-Marie,Kauppi,Ann-Marie.Kauppi@nexgendefenders.com,Endpoint Security
233,Sindee,Jalbert,Sindee.Jalbert@nexgendefenders.com,Threat Intelligence
234,Misha,August,Misha.August@nexgendefenders.com,Incident Response & Forensics
235,Leia,Waite,Leia.Waite@nexgendefenders.com,Network Security
236,Stephanie,Madox,Stephanie.Madox@nexgendefenders.com,Threat Intelligence
237,Marika,Erminia,Marika.Erminia@nexgendefenders.com,Incident Response & Forensics
238,Desirae,Wenoa,Desirae.Wenoa@nexgendefenders.com,Network Security
239,Maurene,Ariella,Maurene.Ariella@nexgendefenders.com,Endpoint Security
240,Dulce,McCutcheon,Dulce.McCutcheon@nexgendefenders.com,Incident Response & Forensics
241,Kelly,Chinua,Kelly.Chinua@nexgendefenders.com,Vulnerability Management
242,Brietta,Deegan,Brietta.Deegan@nexgendefenders.com,Compliance & Risk Management
243,Louella,Anis,Louella.Anis@nexgendefenders.com,Vulnerability Management
244,Brietta,Gombach,Brietta.Gombach@nexgendefenders.com,Security Operations Center (SOC)
245,Patricia,Dyche,Patricia.Dyche@nexgendefenders.com,Security Operations Center (SOC)
246,Nannie,Revkah,Nannie.Revkah@nexgendefenders.com,Threat Intelligence
247,Pamella,Hunfredo,Pamella.Hunfredo@nexgendefenders.com,Network Security
248,Clary,Louanna,Clary.Louanna@nexgendefenders.com,Security Operations Center (SOC)
249,Joy,Ophelia,Joy.Ophelia@nexgendefenders.com,Security Operations Center (SOC)
250,Margette,Niccolo,Margette.Niccolo@nexgendefenders.com,Incident Response & Forensics
251,Darlleen,Dosia,Darlleen.Dosia@nexgendefenders.com,Network Security
252,Winifred,Erminia,Winifred.Erminia@nexgendefenders.com,Vulnerability Management
253,Aigneis,Rolf,Aigneis.Rolf@nexgendefenders.com,Network Security
254,Celisse,Bohlin,Celisse.Bohlin@nexgendefenders.com,Threat Intelligence
255,Daphne,Fillbert,Daphne.Fillbert@nexgendefenders.com,Vulnerability Management
256,Allyce,Karna,Allyce.Karna@nexgendefenders.com,Threat Intelligence
257,Helena,Rooney,Helena.Rooney@nexgendefenders.com,Threat Intelligence
258,Alejandra,Percy,Alejandra.Percy@nexgendefenders.com,Compliance & Risk Management
259,Ada,Luhe,Ada.Luhe@nexgendefenders.com,Vulnerability Management
260,Mathilda,Magnolia,Mathilda.Magnolia@nexgendefenders.com,Endpoint Security
261,Mariann,Winthorpe,Mariann.Winthorpe@nexgendefenders.com,Endpoint Security
262,Kaja,Luhe,Kaja.Luhe@nexgendefenders.com,Endpoint Security
263,Marguerite,Loeb,Marguerite.Loeb@nexgendefenders.com,Threat Intelligence
264,Gabriellia,Madelene,Gabriellia.Madelene@nexgendefenders.com,Incident Response & Forensics
265,Hettie,Heisel,Hettie.Heisel@nexgendefenders.com,Security Operations Center (SOC)
266,Tamqrah,Aldric,Tamqrah.Aldric@nexgendefenders.com,Incident Response & Forensics
267,Brynna,Arathorn,Brynna.Arathorn@nexgendefenders.com,Vulnerability Management
268,Roseline,Dulciana,Roseline.Dulciana@nexgendefenders.com,Endpoint Security
269,Vonny,Elbertina,Vonny.Elbertina@nexgendefenders.com,Incident Response & Forensics
270,Blondelle,Azeria,Blondelle.Azeria@nexgendefenders.com,Security Operations Center (SOC)
271,Viviene,Eachern,Viviene.Eachern@nexgendefenders.com,Vulnerability Management
272,Jacenta,Sinegold,Jacenta.Sinegold@nexgendefenders.com,Security Operations Center (SOC)
273,Jobi,Ranjiv,Jobi.Ranjiv@nexgendefenders.com,Vulnerability Management
274,Wilma,Afton,Wilma.Afton@nexgendefenders.com,Incident Response & Forensics
275,Fanchon,Iaverne,Fanchon.Iaverne@nexgendefenders.com,Vulnerability Management
276,Elora,Sekofski,Elora.Sekofski@nexgendefenders.com,Vulnerability Management
277,Cristine,Baptlsta,Cristine.Baptlsta@nexgendefenders.com,Endpoint Security
278,Steffane,Chauncey,Steffane.Chauncey@nexgendefenders.com,Network Security
279,Sue,Delacourt,Sue.Delacourt@nexgendefenders.com,Compliance & Risk Management
280,Anthia,Pond,Anthia.Pond@nexgendefenders.com,Network Security
281,Bertine,Carri,Bertine.Carri@nexgendefenders.com,Security Operations Center (SOC)
282,Christy,Faria,Christy.Faria@nexgendefenders.com,Security Operations Center (SOC)
283,Mahalia,Milde,Mahalia.Milde@nexgendefenders.com,Vulnerability Management
284,Gertrud,Lumbard,Gertrud.Lumbard@nexgendefenders.com,Endpoint Security
285,Sabina,Georas,Sabina.Georas@nexgendefenders.com,Security Operations Center (SOC)
286,Dania,Kress,Dania.Kress@nexgendefenders.com,Network Security
287,Ginnie,Goth,Ginnie.Goth@nexgendefenders.com,Threat Intelligence
288,Alyssa,Pauly,Alyssa.Pauly@nexgendefenders.com,Endpoint Security
289,Sam,LaRue,Sam.LaRue@nexgendefenders.com,Threat Intelligence
290,Mathilda,Rad,Mathilda.Rad@nexgendefenders.com,Endpoint Security
291,Sam,Dom,Sam.Dom@nexgendefenders.com,Threat Intelligence
292,Krystle,Vernier,Krystle.Vernier@nexgendefenders.com,Compliance & Risk Management
293,Mariann,Gaal,Mariann.Gaal@nexgendefenders.com,Vulnerability Management
294,Amii,Sigfrid,Amii.Sigfrid@nexgendefenders.com,Security Operations Center (SOC)
295,Lynea,Waldron,Lynea.Waldron@nexgendefenders.com,Compliance & Risk Management
296,Maryellen,Chobot,Maryellen.Chobot@nexgendefenders.com,Endpoint Security
297,Magdalena,Lucienne,Magdalena.Lucienne@nexgendefenders.com,Security Operations Center (SOC)
298,Leanna,Geffner,Leanna.Geffner@nexgendefenders.com,Endpoint Security
299,Tiffie,Jorgan,Tiffie.Jorgan@nexgendefenders.com,Incident Response & Forensics
300,Alyda,Ummersen,Alyda.Ummersen@nexgendefenders.com,Security Operations Center (SOC)
301,Tomasina,Brunell,Tomasina.Brunell@nexgendefenders.com,Incident Response & Forensics
302,Rhea,Delacourt,Rhea.Delacourt@nexgendefenders.com,Endpoint Security
303,Raf,Hermes,Raf.Hermes@nexgendefenders.com,Network Security
304,Georgetta,Sekofski,Georgetta.Sekofski@nexgendefenders.com,Network Security
305,Patricia,Malina,Patricia.Malina@nexgendefenders.com,Incident Response & Forensics
306,Tori,Leary,Tori.Leary@nexgendefenders.com,Network Security
307,Madalyn,Sundin,Madalyn.Sundin@nexgendefenders.com,Compliance & Risk Management
308,Lucy,Argus,Lucy.Argus@nexgendefenders.com,Security Operations Center (SOC)
309,Janis,Azeria,Janis.Azeria@nexgendefenders.com,Threat Intelligence
310,Jere,Francene,Jere.Francene@nexgendefenders.com,Security Operations Center (SOC)
311,Donnie,Schwejda,Donnie.Schwejda@nexgendefenders.com,Vulnerability Management
312,Danika,Eckblad,Danika.Eckblad@nexgendefenders.com,Security Operations Center (SOC)
313,Dorthy,Gibbeon,Dorthy.Gibbeon@nexgendefenders.com,Network Security
314,Melodie,Zetta,Melodie.Zetta@nexgendefenders.com,Endpoint Security
315,Shel,Tamar,Shel.Tamar@nexgendefenders.com,Threat Intelligence
316,Chandra,Callista,Chandra.Callista@nexgendefenders.com,Security Operations Center (SOC)
317,Elie,Maribeth,Elie.Maribeth@nexgendefenders.com,Threat Intelligence
318,Katleen,Warthman,Katleen.Warthman@nexgendefenders.com,Vulnerability Management
319,Britte,Vins,Britte.Vins@nexgendefenders.com,Endpoint Security
320,Gertrud,Odell,Gertrud.Odell@nexgendefenders.com,Compliance & Risk Management
321,Jessy,Taam,Jessy.Taam@nexgendefenders.com,Endpoint Security
322,Gusella,Gibbeon,Gusella.Gibbeon@nexgendefenders.com,Endpoint Security
323,Kerrin,Alfons,Kerrin.Alfons@nexgendefenders.com,Network Security
324,Audrie,Latini,Audrie.Latini@nexgendefenders.com,Vulnerability Management
325,Leeanne,Aprile,Leeanne.Aprile@nexgendefenders.com,Incident Response & Forensics
326,Neila,Andrel,Neila.Andrel@nexgendefenders.com,Security Operations Center (SOC)
327,Elora,Gahl,Elora.Gahl@nexgendefenders.com,Vulnerability Management
328,Linzy,Adore,Linzy.Adore@nexgendefenders.com,Network Security
329,Ileana,Hailee,Ileana.Hailee@nexgendefenders.com,Threat Intelligence
330,Roz,Heidt,Roz.Heidt@nexgendefenders.com,Endpoint Security
331,Sonni,Gwenore,Sonni.Gwenore@nexgendefenders.com,Endpoint Security
332,Ilse,Kauppi,Ilse.Kauppi@nexgendefenders.com,Vulnerability Management
333,Genovera,Bollay,Genovera.Bollay@nexgendefenders.com,Endpoint Security
334,Hildegaard,Donoghue,Hildegaard.Donoghue@nexgendefenders.com,Compliance & Risk Management
335,Margette,Michella,Margette.Michella@nexgendefenders.com,Network Security
336,Lelah,Viddah,Lelah.Viddah@nexgendefenders.com,Compliance & Risk Management
337,Vevay,Toffic,Vevay.Toffic@nexgendefenders.com,Incident Response & Forensics
338,Grier,Goth,Grier.Goth@nexgendefenders.com,Network Security
339,Aeriela,Kress,Aeriela.Kress@nexgendefenders.com,Network Security
340,Ardeen,Rad,Ardeen.Rad@nexgendefenders.com,Threat Intelligence
341,Doro,Diogenes,Doro.Diogenes@nexgendefenders.com,Vulnerability Management
342,Kaia,Blake,Kaia.Blake@nexgendefenders.com,Vulnerability Management
343,Joane,Zamora,Joane.Zamora@nexgendefenders.com,Vulnerability Management
344,Patricia,Flyn,Patricia.Flyn@nexgendefenders.com,Network Security
345,Elyssa,Lesley,Elyssa.Lesley@nexgendefenders.com,Incident Response & Forensics
346,June,Kare,June.Kare@nexgendefenders.com,Compliance & Risk Management
347,Yvonne,Jalbert,Yvonne.Jalbert@nexgendefenders.com,Vulnerability Management
348,Emelina,Shuler,Emelina.Shuler@nexgendefenders.com,Vulnerability Management
349,Oralee,Dom,Oralee.Dom@nexgendefenders.com,Security Operations Center (SOC)
350,Elsie,Yam,Elsie.Yam@nexgendefenders.com,Security Operations Center (SOC)
351,Marnia,Isacco,Marnia.Isacco@nexgendefenders.com,Security Operations Center (SOC)
352,Carilyn,Papageno,Carilyn.Papageno@nexgendefenders.com,Network Security
353,Coral,Harned,Coral.Harned@nexgendefenders.com,Network Security
354,Heida,Orelee,Heida.Orelee@nexgendefenders.com,Vulnerability Management
355,Marleah,Greyson,Marleah.Greyson@nexgendefenders.com,Endpoint Security
356,Ida,Trinetta,Ida.Trinetta@nexgendefenders.com,Security Operations Center (SOC)
357,Orsola,Ledah,Orsola.Ledah@nexgendefenders.com,Network Security
358,Clementine,Haldas,Clementine.Haldas@nexgendefenders.com,Compliance & Risk Management
359,Pamella,Han,Pamella.Han@nexgendefenders.com,Compliance & Risk Management
360,Fayre,Ade,Fayre.Ade@nexgendefenders.com,Incident Response & Forensics
361,Monika,Briney,Monika.Briney@nexgendefenders.com,Incident Response & Forensics
362,Cindelyn,Gilmour,Cindelyn.Gilmour@nexgendefenders.com,Incident Response & Forensics
363,Fanchon,Oscar,Fanchon.Oscar@nexgendefenders.com,Incident Response & Forensics
364,Robinia,Faso,Robinia.Faso@nexgendefenders.com,Vulnerability Management
365,Quintina,Tyson,Quintina.Tyson@nexgendefenders.com,Compliance & Risk Management
366,Susette,Amasa,Susette.Amasa@nexgendefenders.com,Compliance & Risk Management
367,Gilda,Sothena,Gilda.Sothena@nexgendefenders.com,Threat Intelligence
368,Lila,Alcott,Lila.Alcott@nexgendefenders.com,Incident Response & Forensics
369,Marylou,Leifeste,Marylou.Leifeste@nexgendefenders.com,Vulnerability Management
370,Giustina,McCutcheon,Giustina.McCutcheon@nexgendefenders.com,Incident Response & Forensics
371,Bettine,Yerkovich,Bettine.Yerkovich@nexgendefenders.com,Endpoint Security
372,Peri,Izaak,Peri.Izaak@nexgendefenders.com,Incident Response & Forensics
373,Jessamyn,Sekofski,Jessamyn.Sekofski@nexgendefenders.com,Threat Intelligence
374,Andeee,Buckler,Andeee.Buckler@nexgendefenders.com,Vulnerability Management
375,Rivalee,Palocz,Rivalee.Palocz@nexgendefenders.com,Network Security
376,Blake,Screens,Blake.Screens@nexgendefenders.com,Network Security
377,Stephanie,Pauly,Stephanie.Pauly@nexgendefenders.com,Threat Intelligence
378,Anthia,Douglass,Anthia.Douglass@nexgendefenders.com,Network Security
379,Nita,Cimbura,Nita.Cimbura@nexgendefenders.com,Endpoint Security
380,Tori,Franza,Tori.Franza@nexgendefenders.com,Security Operations Center (SOC)
381,Petronia,Fadiman,Petronia.Fadiman@nexgendefenders.com,Network Security
382,Jessy,Nicoline,Jessy.Nicoline@nexgendefenders.com,Endpoint Security
383,Aryn,Capello,Aryn.Capello@nexgendefenders.com,Incident Response & Forensics
384,Joceline,Ardra,Joceline.Ardra@nexgendefenders.com,Threat Intelligence
385,Correy,Tomasina,Correy.Tomasina@nexgendefenders.com,Compliance & Risk Management
386,Gwenneth,Trace,Gwenneth.Trace@nexgendefenders.com,Threat Intelligence
387,Jessy,Fabiola,Jessy.Fabiola@nexgendefenders.com,Threat Intelligence
388,Emylee,Edvard,Emylee.Edvard@nexgendefenders.com,Incident Response & Forensics
389,Jordan,Abram,Jordan.Abram@nexgendefenders.com,Vulnerability Management
390,Annice,Diann,Annice.Diann@nexgendefenders.com,Threat Intelligence
391,Florie,Gert,Florie.Gert@nexgendefenders.com,Incident Response & Forensics
392,Rubie,Mathilde,Rubie.Mathilde@nexgendefenders.com,Compliance & Risk Management
393,Dennie,Buttaro,Dennie.Buttaro@nexgendefenders.com,Security Operations Center (SOC)
394,Maurene,Amadas,Maurene.Amadas@nexgendefenders.com,Network Security
395,Caryl,Lauraine,Caryl.Lauraine@nexgendefenders.com,Network Security
396,Kathy,Rhu,Kathy.Rhu@nexgendefenders.com,Security Operations Center (SOC)
397,Fayre,Garek,Fayre.Garek@nexgendefenders.com,Compliance & Risk Management
398,Jaime,Infield,Jaime.Infield@nexgendefenders.com,Compliance & Risk Management
399,Imojean,Screens,Imojean.Screens@nexgendefenders.com,Threat Intelligence
400,Anthia,Paine,Anthia.Paine@nexgendefenders.com,Security Operations Center (SOC)
401,Alleen,Morehouse,Alleen.Morehouse@nexgendefenders.com,Compliance & Risk Management
402,Raf,Rebecka,Raf.Rebecka@nexgendefenders.com,Vulnerability Management
403,Alexine,Liva,Alexine.Liva@nexgendefenders.com,Threat Intelligence
404,Raquela,Armanda,Raquela.Armanda@nexgendefenders.com,Compliance & Risk Management
405,Agathe,Taima,Agathe.Taima@nexgendefenders.com,Security Operations Center (SOC)
406,Fanny,Katrine,Fanny.Katrine@nexgendefenders.com,Network Security
407,Beverley,Pandolfi,Beverley.Pandolfi@nexgendefenders.com,Incident Response & Forensics
408,Debee,Abram,Debee.Abram@nexgendefenders.com,Incident Response & Forensics
409,Rani,Orlene,Rani.Orlene@nexgendefenders.com,Network Security
410,Lanna,Genna,Lanna.Genna@nexgendefenders.com,Network Security
411,Emilia,Kesley,Emilia.Kesley@nexgendefenders.com,Security Operations Center (SOC)
412,Sybille,Girardo,Sybille.Girardo@nexgendefenders.com,Network Security
413,Cassandra,Eckblad,Cassandra.Eckblad@nexgendefenders.com,Network Security
414,Mellicent,Parette,Mellicent.Parette@nexgendefenders.com,Compliance & Risk Management
415,Asia,Lattie,Asia.Lattie@nexgendefenders.com,Compliance & Risk Management
416,Gratia,Goldina,Gratia.Goldina@nexgendefenders.com,Compliance & Risk Management
417,Marnia,Norvol,Marnia.Norvol@nexgendefenders.com,Compliance & Risk Management
418,Bobbi,Curren,Bobbi.Curren@nexgendefenders.com,Compliance & Risk Management
419,Yetty,Sacken,Yetty.Sacken@nexgendefenders.com,Endpoint Security
420,Mallory,Jacinda,Mallory.Jacinda@nexgendefenders.com,Network Security
421,Lory,Tatianas,Lory.Tatianas@nexgendefenders.com,Endpoint Security
422,Lynnea,Thornburg,Lynnea.Thornburg@nexgendefenders.com,Security Operations Center (SOC)
423,Concettina,Tacye,Concettina.Tacye@nexgendefenders.com,Compliance & Risk Management
424,Amalie,Bakerman,Amalie.Bakerman@nexgendefenders.com,Compliance & Risk Management
425,Marguerite,Connelly,Marguerite.Connelly@nexgendefenders.com,Security Operations Center (SOC)
426,Lauryn,Amadas,Lauryn.Amadas@nexgendefenders.com,Vulnerability Management
427,Meriel,Millda,Meriel.Millda@nexgendefenders.com,Security Operations Center (SOC)
428,Adriana,Braun,Adriana.Braun@nexgendefenders.com,Vulnerability Management
429,Morganica,Cloris,Morganica.Cloris@nexgendefenders.com,Network Security
430,Kittie,Moina,Kittie.Moina@nexgendefenders.com,Compliance & Risk Management
431,Pamella,Gahl,Pamella.Gahl@nexgendefenders.com,Network Security
432,Raf,Bandeen,Raf.Bandeen@nexgendefenders.com,Endpoint Security
433,Ricky,Ethban,Ricky.Ethban@nexgendefenders.com,Threat Intelligence
434,Aaren,Loring,Aaren.Loring@nexgendefenders.com,Endpoint Security
435,Cyb,Orpah,Cyb.Orpah@nexgendefenders.com,Vulnerability Management
436,Hermione,Niccolo,Hermione.Niccolo@nexgendefenders.com,Threat Intelligence
